hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,1,393,2016,May,19,2,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,57.963343449583256,0,0,Canceled,2024-12-11
Resort Hotel,0,228,2016,September,38,15,0,3,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,2,No Deposit,,223.0,0,Transient-Party,81.26140130792672,0,0,Check-Out,2025-04-28
Resort Hotel,0,8,2017,March,9,2,0,3,1,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,2,No Deposit,,223.0,0,Transient-Party,28.710391888039524,0,0,Check-Out,2025-01-11
City Hotel,1,110,2017,July,29,17,1,4,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,157.80823340199123,0,1,Canceled,2025-03-07
City Hotel,1,97,2017,May,21,27,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient,77.73759033536652,0,0,Canceled,2025-01-13
City Hotel,1,120,2016,August,35,24,0,4,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,145.61651494625647,0,0,Canceled,2024-12-07
City Hotel,1,7,2015,October,41,8,0,3,1,0.0,0,BB,PRT,Groups,TA/TO,1,1,0,A,A,0,No Deposit,30.0,,0,Transient-Party,70.26436382960809,0,0,Canceled,2025-01-10
Resort Hotel,0,112,2016,July,30,22,1,2,4,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,G,6,No Deposit,5.0,,0,Transient-Party,271.5142623332608,0,0,Check-Out,2025-06-01
Resort Hotel,0,263,2016,May,22,26,1,3,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,D,2,No Deposit,,223.0,0,Transient-Party,59.08981303483168,0,0,Check-Out,2025-02-01
City Hotel,1,11,2016,May,19,1,2,1,1,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,138.7907050946421,0,0,Canceled,2025-01-09
City Hotel,1,27,2016,May,21,21,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,135.88914335315636,0,0,Canceled,2025-02-05
City Hotel,1,6,2016,January,3,13,4,12,2,0.0,0,SC,ECU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,70.67666556571099,0,1,No-Show,2025-05-17
Resort Hotel,0,57,2017,August,31,4,0,1,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,241.0,,0,Transient,188.11685802254368,1,1,Check-Out,2025-03-10
City Hotel,1,118,2016,February,9,21,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,,44,Transient,82.71842378359219,0,0,Canceled,2024-11-29
City Hotel,1,186,2016,May,19,5,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,9.0,,0,Transient,136.04698754207425,0,1,Canceled,2025-06-26
City Hotel,1,203,2017,April,16,21,1,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.00467078107353,0,2,Canceled,2025-03-10
City Hotel,0,190,2016,December,50,4,2,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,81.60437961787572,0,2,Check-Out,2025-06-19
City Hotel,0,32,2016,September,38,16,1,2,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,77.45223531441196,0,0,Check-Out,2024-11-07
City Hotel,1,373,2015,September,38,17,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,56.49145099303541,0,0,Canceled,2024-12-15
City Hotel,1,51,2016,May,23,30,1,0,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,106.1829420061051,0,0,Canceled,2025-08-15
City Hotel,1,311,2015,September,36,5,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,65.81925917323576,0,0,Canceled,2025-01-30
City Hotel,1,359,2016,August,35,25,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,54.74338825551028,0,0,Canceled,2024-11-27
City Hotel,1,29,2016,March,11,9,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,75.55605988420605,0,0,Canceled,2024-10-09
City Hotel,1,76,2016,April,15,3,2,3,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,10.0,,0,Transient,69.51447082366249,0,0,Canceled,2025-02-05
City Hotel,0,17,2016,December,49,2,1,2,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,9.0,,0,Transient,94.31245320725162,0,2,Check-Out,2025-08-18
Resort Hotel,0,2,2016,October,45,31,1,1,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,78.7149799435573,0,0,Check-Out,2025-01-20
City Hotel,1,34,2015,December,50,8,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,,0,Transient,80.24361264106929,0,0,Canceled,2024-09-14
City Hotel,1,165,2017,July,27,6,0,3,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,92.10670121959743,0,0,Canceled,2025-07-08
Resort Hotel,0,1,2016,March,10,4,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,56.44459020697415,0,1,Check-Out,2024-12-21
City Hotel,0,78,2015,September,38,18,0,2,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,68.614931473431,0,0,Check-Out,2025-07-19
Resort Hotel,0,29,2016,December,52,22,2,5,1,0.0,0,Undefined,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,464.0,,0,Transient,67.38462345332938,0,0,Check-Out,2024-11-16
City Hotel,0,143,2016,September,40,30,2,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,110.76191657658843,0,1,Check-Out,2024-11-24
City Hotel,1,154,2017,May,21,25,0,2,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,130.5118562861228,0,0,Canceled,2025-06-07
Resort Hotel,0,4,2017,January,2,14,0,1,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,168.0,,0,Transient-Party,84.53543865283946,0,0,Check-Out,2025-05-21
Resort Hotel,1,404,2016,September,39,21,0,4,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,67.70268624869395,0,0,Canceled,2024-10-27
City Hotel,1,0,2016,February,10,28,2,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,62.53346911175865,0,0,Canceled,2024-09-23
Resort Hotel,1,35,2016,March,11,12,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,45.75680795970341,0,0,Canceled,2025-04-20
City Hotel,0,67,2016,April,15,7,0,2,2,0.0,0,BB,ARG,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,93.29507924070123,0,1,Check-Out,2025-04-11
Resort Hotel,0,8,2015,November,48,25,0,1,1,0.0,0,BB,,Direct,Direct,0,0,2,A,D,0,No Deposit,,204.0,0,Transient,34.64819996776156,0,1,Check-Out,2025-04-27
City Hotel,1,24,2016,July,31,25,1,3,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,157.2705338853696,0,1,Canceled,2024-11-19
City Hotel,1,87,2016,November,46,7,1,3,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,153.73360093495566,0,1,Canceled,2025-06-10
City Hotel,0,131,2016,September,39,23,2,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,128.91220731605554,0,2,Check-Out,2025-05-10
City Hotel,0,27,2016,November,48,22,0,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,81.83156466982713,0,1,Check-Out,2025-08-03
Resort Hotel,0,122,2017,May,22,31,2,9,2,0.0,0,HB,IRL,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,,0,Transient,135.69414807872744,0,0,Check-Out,2024-11-21
Resort Hotel,0,68,2016,May,20,10,2,5,2,0.0,0,HB,BEL,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,,0,Transient,115.53932934132222,1,0,Check-Out,2024-10-20
Resort Hotel,0,73,2016,April,18,24,2,3,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,55.89876260422203,0,0,Check-Out,2024-12-10
City Hotel,0,233,2016,June,23,4,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,G,0,No Deposit,7.0,,0,Transient,79.93183547923681,0,1,Check-Out,2024-10-17
Resort Hotel,0,10,2017,January,2,12,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,58.664937044133,0,0,Check-Out,2024-11-07
City Hotel,1,375,2016,July,30,21,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,60.68519584339885,0,0,Canceled,2024-10-06
Resort Hotel,0,90,2016,February,9,27,1,1,2,0.0,0,FB,ESP,Groups,Direct,0,0,0,A,C,0,No Deposit,38.0,,0,Transient-Party,63.77107793212443,0,0,Check-Out,2025-06-21
City Hotel,0,5,2017,June,24,11,1,0,1,0.0,0,SC,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,92.63567936459543,0,0,Check-Out,2025-02-08
Resort Hotel,1,79,2017,May,18,3,3,9,2,0.0,0,Undefined,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,,,0,Transient,112.39233458061697,0,0,Canceled,2025-03-10
City Hotel,0,3,2016,March,13,22,0,2,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9.0,,0,Transient,126.67398591465631,0,0,Check-Out,2025-09-03
Resort Hotel,0,20,2017,February,8,23,0,2,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,68.0,,0,Transient-Party,47.89847064863802,0,0,Check-Out,2025-06-30
Resort Hotel,0,5,2016,October,42,11,0,1,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,53.287609414570916,0,2,Check-Out,2024-10-11
Resort Hotel,1,8,2015,December,49,5,2,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,38.0,,0,Transient-Party,65.75389684198413,0,0,Canceled,2025-02-01
Resort Hotel,0,0,2017,February,8,24,2,2,2,1.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,,0,Transient-Party,37.079833008667116,0,0,Check-Out,2024-09-12
Resort Hotel,0,211,2015,July,28,8,2,7,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,142.0,,0,Contract,93.12609236878892,0,0,Check-Out,2025-06-04
Resort Hotel,0,156,2016,September,37,10,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,107.99581057201982,0,1,Check-Out,2024-11-17
City Hotel,0,358,2017,July,29,22,1,1,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,123.16094301412517,0,2,Check-Out,2025-08-02
City Hotel,1,70,2016,October,43,19,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,110.28613672603585,0,0,Canceled,2024-12-30
City Hotel,1,7,2017,April,15,13,0,3,2,0.0,0,SC,HKG,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,161.13593264078736,0,1,Canceled,2025-01-15
City Hotel,1,319,2016,May,21,19,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,31.0,,120,Transient,89.13808901113927,0,0,Canceled,2025-09-05
Resort Hotel,1,293,2016,September,39,21,0,4,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,70.42827902340055,0,0,Canceled,2024-11-02
City Hotel,0,262,2016,July,31,28,1,3,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,,0,Transient,65.4995410904262,0,0,Check-Out,2025-07-23
City Hotel,1,57,2016,December,51,15,0,3,2,0.0,0,BB,LUX,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,90.99681938955251,0,0,Canceled,2025-04-23
City Hotel,1,287,2016,October,40,1,2,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.91010826706513,0,0,Canceled,2024-09-24
Resort Hotel,1,90,2016,July,27,2,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient-Party,31.047197030070873,0,0,Canceled,2025-02-10
City Hotel,1,192,2016,June,26,24,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,34.0,,0,Transient-Party,88.55432443849566,0,0,Canceled,2024-10-24
Resort Hotel,0,253,2016,October,43,21,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,2.0,,0,Contract,80.80015599943245,0,2,Check-Out,2024-12-18
City Hotel,0,25,2017,January,3,18,0,3,1,0.0,0,BB,POL,Groups,TA/TO,0,0,0,A,A,0,No Deposit,171.0,,0,Transient-Party,64.01457390125348,0,0,Check-Out,2025-07-28
City Hotel,0,5,2017,April,14,6,0,1,3,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,E,2,No Deposit,85.0,,0,Transient,211.18193324836835,0,0,Check-Out,2024-11-16
Resort Hotel,0,3,2016,January,1,2,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,61.8568303352229,0,1,Check-Out,2025-03-13
City Hotel,0,107,2016,November,46,7,1,3,1,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,8.0,,0,Transient,190.1519581026072,0,2,Check-Out,2024-11-27
City Hotel,0,7,2016,June,27,27,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,141.26853277651884,0,1,Check-Out,2025-03-06
City Hotel,1,121,2017,April,14,5,0,2,3,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,4,No Deposit,9.0,,0,Transient,115.03675322987434,0,3,Canceled,2025-05-05
City Hotel,0,206,2016,August,36,30,0,2,2,1.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,114.87432748784178,0,1,Check-Out,2025-03-06
Resort Hotel,0,196,2016,July,29,11,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,F,1,No Deposit,240.0,,0,Transient,100.70162098272917,0,1,Check-Out,2025-03-28
Resort Hotel,0,5,2016,February,7,13,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,52.21435847711766,0,2,Check-Out,2025-04-20
City Hotel,0,180,2017,June,24,17,1,1,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,83.0,,0,Transient,116.41860946989148,0,0,Check-Out,2025-07-07
City Hotel,0,60,2016,November,47,18,1,2,3,1.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,129.3193735930441,0,1,Check-Out,2025-05-22
City Hotel,0,0,2017,April,15,10,1,0,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,A,D,2,No Deposit,14.0,,0,Transient,139.60355048698167,0,0,Check-Out,2025-07-20
Resort Hotel,1,251,2015,September,36,2,2,5,2,0.0,0,BB,IRL,Groups,TA/TO,0,24,0,A,A,0,No Deposit,96.0,,0,Transient-Party,8.179753327067216,0,0,Canceled,2025-09-02
City Hotel,0,6,2016,November,46,9,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,3,20,A,A,0,No Deposit,,40.0,0,Transient,59.3342751687844,1,0,Check-Out,2024-12-25
Resort Hotel,1,351,2016,October,43,21,2,5,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241.0,,0,Transient,74.83646815965314,0,0,Canceled,2025-01-03
City Hotel,0,210,2015,November,45,7,1,1,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,B,0,No Deposit,1.0,,0,Transient-Party,49.63364924679064,0,0,Check-Out,2024-09-27
Resort Hotel,0,19,2016,January,4,22,0,1,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,242.0,,0,Transient,74.08980401946951,0,1,Check-Out,2025-01-14
City Hotel,0,155,2016,July,28,6,0,4,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,93.65242438673819,0,1,Check-Out,2025-02-18
City Hotel,0,62,2016,September,36,1,1,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,93.62062553392195,1,2,Check-Out,2025-06-15
Resort Hotel,0,1,2017,August,33,18,0,1,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,203.50519068605183,0,0,Check-Out,2025-05-28
City Hotel,1,440,2016,September,40,29,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,63.74910174009171,0,0,Canceled,2025-09-06
City Hotel,0,4,2016,June,25,18,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,153.1074503744202,0,1,Check-Out,2025-07-22
City Hotel,1,102,2015,October,42,16,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,0,Transient-Party,96.758423933049,0,0,Canceled,2024-11-27
Resort Hotel,1,45,2016,March,13,25,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,81.77214714626426,0,0,Canceled,2024-12-28
City Hotel,0,9,2017,January,1,7,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.5357497750117,0,1,Check-Out,2025-02-08
City Hotel,1,358,2016,July,29,14,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,64.54390809280541,0,0,Canceled,2025-05-29
Resort Hotel,1,139,2017,July,29,17,1,4,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240.0,,0,Transient,210.2189346912997,0,0,Canceled,2025-08-26
City Hotel,1,109,2016,April,15,6,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,12.0,,0,Transient,85.73035444911731,0,0,Canceled,2025-04-13
City Hotel,1,173,2017,June,25,21,0,4,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,Non Refund,,348.0,0,Transient,109.89265182128446,0,0,Canceled,2025-08-27
Resort Hotel,0,40,2016,November,45,1,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient-Party,37.91779504668816,0,3,Check-Out,2025-06-25
City Hotel,0,161,2016,December,50,8,0,3,2,0.0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,83.0,,0,Transient-Party,72.30319095023371,0,0,Check-Out,2025-07-20
Resort Hotel,0,130,2017,June,25,20,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,251.0,,0,Transient,81.84847434630889,0,0,Check-Out,2025-07-27
City Hotel,0,1,2017,June,26,29,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,B,A,1,No Deposit,14.0,,0,Transient,135.84410899050545,0,0,Check-Out,2025-01-19
City Hotel,0,2,2016,April,17,20,0,2,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient,138.04596984338522,0,2,Check-Out,2025-07-19
Resort Hotel,0,38,2016,September,36,1,1,3,2,0.0,1,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,200.39523576791305,0,3,Check-Out,2025-09-02
Resort Hotel,0,35,2015,July,27,1,1,4,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,,0,Transient,114.64461630036404,0,1,Check-Out,2024-11-17
City Hotel,1,108,2017,June,23,9,1,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.43462689788188,0,0,Canceled,2025-03-01
City Hotel,1,206,2017,February,6,9,0,3,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,137.64184508948725,0,0,Canceled,2025-01-20
Resort Hotel,0,163,2016,August,32,3,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,420.0,,0,Transient,129.0120906294046,0,2,Check-Out,2025-06-12
City Hotel,1,87,2017,May,18,5,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,205.33964485600836,0,0,Canceled,2025-06-24
City Hotel,1,55,2017,March,11,13,1,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,56.0,,0,Transient,78.14376132901849,0,0,Canceled,2025-02-04
City Hotel,0,188,2016,August,34,15,2,5,2,0.0,0,BB,LUX,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,173.0,,0,Transient,73.41782810216701,0,0,Check-Out,2024-10-25
City Hotel,0,51,2016,December,50,8,0,3,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,64.603746600689,0,1,Check-Out,2025-06-15
City Hotel,0,120,2017,April,16,19,0,4,2,0.0,0,BB,ISL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,390.0,,0,Transient-Party,130.0782991382805,0,0,Check-Out,2024-10-24
City Hotel,1,38,2016,September,38,14,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,86.0,,0,Transient-Party,146.86651460961343,0,0,Canceled,2024-09-24
Resort Hotel,0,78,2015,July,28,9,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,143.0,,0,Contract,128.0598726439599,0,0,Check-Out,2025-01-02
City Hotel,0,154,2017,July,28,15,1,1,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,103.37304498777608,0,0,Check-Out,2025-06-29
City Hotel,0,63,2016,May,21,17,0,2,1,0.0,0,BB,MAR,Corporate,TA/TO,0,0,0,A,F,0,No Deposit,,218.0,0,Transient-Party,162.14976231044332,0,0,Check-Out,2025-02-17
Resort Hotel,0,0,2015,December,49,1,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,35.556454480993395,0,0,Check-Out,2025-01-27
City Hotel,0,184,2016,December,53,28,0,4,2,0.0,0,BB,SWE,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,165.61829963173204,0,0,Check-Out,2024-12-22
Resort Hotel,0,38,2016,December,49,1,2,5,2,0.0,0,Undefined,FRA,Offline TA/TO,TA/TO,0,0,0,A,C,1,No Deposit,464.0,,0,Transient,70.26717605377998,0,0,Check-Out,2025-01-21
City Hotel,0,210,2017,July,29,18,0,3,3,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,3,No Deposit,9.0,,0,Transient,164.1588944273735,1,1,Check-Out,2024-09-23
Resort Hotel,1,111,2017,June,26,25,2,1,2,2.0,0,BB,BRA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,217.83632796374067,0,0,Canceled,2025-03-22
City Hotel,1,283,2015,July,30,23,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,1,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,69.16886235643135,0,0,Canceled,2024-09-17
City Hotel,1,12,2017,April,16,19,1,4,2,0.0,0,SC,TUN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,141.24020040110065,0,2,Canceled,2025-02-14
City Hotel,1,512,2016,August,34,18,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,55.839847109689984,0,0,Canceled,2024-10-30
Resort Hotel,0,257,2017,May,19,12,0,2,2,0.0,0,HB,DEU,Online TA,TA/TO,0,0,0,E,G,0,No Deposit,240.0,,0,Transient,113.28791022999913,1,1,Check-Out,2024-12-15
City Hotel,0,36,2016,August,35,27,2,5,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,94.8544742163712,0,1,Check-Out,2024-12-27
Resort Hotel,1,124,2016,July,29,16,2,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,244.87073445040568,0,0,Canceled,2025-07-14
City Hotel,1,94,2015,September,37,9,0,2,2,0.0,0,BB,FRA,Groups,Corporate,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,93.13320493587558,0,0,Canceled,2025-09-03
City Hotel,1,69,2017,August,31,5,2,1,3,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,8.0,,0,Transient,277.11826957060316,0,1,Canceled,2024-11-25
City Hotel,0,10,2016,March,12,17,0,1,1,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,91.79706887996628,0,1,Check-Out,2025-03-31
